signal,unit,pair,hole_A,hole_B,factor_type,diff_params,drilling_speed_A,rotation_speed_A,drilling_speed_B,rotation_speed_B,stage,hole,role,N_samples,mean,std,rms,variance,skewness,kurtosis_excess,minimum,maximum,peak_to_peak,p10,p25,p50,p75,p90,iqr,coeff_variation,crest_factor,shape_factor,impulse_factor,autocorr_lag1,autocorr_lag5,first_diff_variance,first_diff_mean_abs,smoothness_index,zero_crossing_rate,mean_crossing_rate,dominant_freq,dominant_freq_power,spectral_centroid,spectral_variance,spectral_skewness,spectral_kurtosis,spectral_entropy,spectral_rolloff_85,band_energy_low_pct,band_energy_mid_pct,band_energy_high_pct,dc_ratio,sample_entropy
torque,N·m,Case-2RCT_2-1 vs Case-2RCT_2-3,Case-2RCT_2-1,Case-2RCT_2-3,双因素,,,,,,original,Case-2RCT_2-3,B,60,3.125921,0.2794,3.138175,0.078064,0.523108,-0.291464,2.625816,3.775826,1.15001,2.79814,2.934306,3.074872,3.270579,3.515984,0.336273,0.089382,1.203192,1.00392,1.207909,0.079943,-0.00462,0.14521,0.308701,1.860137,0.423729,0.423729,0.133333,0.242771,0.238787,0.01756,0.182736,-1.202945,4.119593,0.383333,11.704811,41.287462,47.007727,0.996046,1.648659
torque,N·m,Case-2RCT_2-1 vs Case-2RCT_2-3,Case-2RCT_2-1,Case-2RCT_2-3,双因素,,,,,,final_comm,Case-2RCT_2-1,A,60,1.996475,0.116293,1.999803,0.013524,0.789588,2.012309,1.718355,2.419977,0.701621,1.885588,1.936733,1.977493,2.038063,2.136882,0.101331,0.058249,1.210107,1.001667,1.212125,0.130316,0.150062,0.023281,0.117883,1.721426,0.423729,0.423729,0.2,0.290769,0.236798,0.013855,1.014484,0.111873,3.767973,0.416667,5.095254,64.086546,30.818201,0.998326,1.637609
torque,N·m,Case-2RCT_2-1 vs Case-2RCT_2-3,Case-2RCT_2-1,Case-2RCT_2-3,双因素,,,,,,final_comm,Case-2RCT_2-3,B,60,2.214591,0.117595,2.217659,0.013829,0.261369,-0.965368,2.016924,2.472627,0.455703,2.072482,2.112955,2.201151,2.30469,2.37551,0.191735,0.0531,1.114971,1.001385,1.116516,0.340895,-0.107775,0.018128,0.107161,1.310871,0.423729,0.423729,0.133333,0.322474,0.204344,0.013596,1.275234,0.967711,3.613737,0.283333,7.628088,65.241258,27.130653,0.998581,1.673976
torque,N·m,Case-2RCT_2-1 vs Case-2RCT_2-4,Case-2RCT_2-1,Case-2RCT_2-4,双因素,,,,,,original,Case-2RCT_2-1,A,60,2.362409,0.232225,2.373606,0.053929,0.632204,0.595176,1.849326,3.080358,1.231031,2.127915,2.20626,2.312066,2.527303,2.678894,0.321043,0.0983,1.297754,1.00474,1.303905,-0.014513,0.081018,0.110597,0.261393,2.050804,0.576271,0.576271,0.2,0.165746,0.258534,0.016416,0.275997,-1.067361,4.290279,0.416667,8.191323,44.851587,46.95709,0.995258,2.335375
torque,N·m,Case-2RCT_2-1 vs Case-2RCT_2-4,Case-2RCT_2-1,Case-2RCT_2-4,双因素,,,,,,original,Case-2RCT_2-4,B,60,3.679693,0.291138,3.691001,0.084762,-0.075903,-0.482004,3.040498,4.317614,1.277115,3.229124,3.503979,3.663609,3.884556,4.087212,0.380578,0.07912,1.169768,1.003073,1.173363,0.032651,0.075976,0.159213,0.329102,1.878356,0.491525,0.491525,0.216667,0.168089,0.254415,0.013207,0.31099,0.111488,3.989733,0.4,11.100307,37.925608,50.974085,0.996884,1.299283
torque,N·m,Case-2RCT_2-1 vs Case-2RCT_2-4,Case-2RCT_2-1,Case-2RCT_2-4,双因素,,,,,,final_comm,Case-2RCT_2-1,A,60,1.91793,0.131438,1.922353,0.017276,0.065067,1.085959,1.498385,2.26646,0.768075,1.76624,1.842709,1.910342,1.996759,2.080995,0.15405,0.068531,1.179003,1.002306,1.181722,-0.039063,0.094756,0.036336,0.148923,2.103269,0.576271,0.576271,0.2,0.172598,0.264306,0.016997,0.289403,-1.300892,4.146835,0.416667,4.812659,50.026617,45.160724,0.997689,2.120264
torque,N·m,Case-2RCT_2-1 vs Case-2RCT_2-4,Case-2RCT_2-1,Case-2RCT_2-4,双因素,,,,,,final_comm,Case-2RCT_2-4,B,60,2.088585,0.134887,2.092864,0.018195,0.119254,-0.178232,1.752703,2.424138,0.671436,1.936962,1.991599,2.091615,2.180044,2.248701,0.188445,0.064583,1.158288,1.002049,1.160661,-0.074406,0.124971,0.037609,0.157919,2.067014,0.559322,0.559322,0.216667,0.214096,0.281167,0.015039,0.358067,-0.905874,4.121578,0.433333,5.324672,43.439625,51.235703,0.99791,1.386294
torque,N·m,Case-2RCT_2-1 vs Case-2RCT_2-5,Case-2RCT_2-1,Case-2RCT_2-5,双因素,,,,,,original,Case-2RCT_2-1,A,60,2.362409,0.232225,2.373606,0.053929,0.632204,0.595176,1.849326,3.080358,1.231031,2.127915,2.20626,2.312066,2.527303,2.678894,0.321043,0.0983,1.297754,1.00474,1.303905,-0.014513,0.081018,0.110597,0.261393,2.050804,0.576271,0.576271,0.2,0.165746,0.258534,0.016416,0.275997,-1.067361,4.290279,0.416667,8.191323,44.851587,46.95709,0.995258,2.335375
torque,N·m,Case-2RCT_2-1 vs Case-2RCT_2-5,Case-2RCT_2-1,Case-2RCT_2-5,双因素,,,,,,original,Case-2RCT_2-5,B,60,4.148063,0.293244,4.158243,0.085992,0.126787,0.653706,3.405114,4.924645,1.519532,3.811408,3.981905,4.111155,4.359755,4.492407,0.37785,0.070694,1.184309,1.002454,1.187216,-0.062058,0.17186,0.181553,0.320769,2.111277,0.457627,0.457627,0.333333,0.117075,0.268619,0.018441,-0.106449,-1.035607,4.281063,0.433333,9.419367,38.983834,51.596799,0.997529,2.00148
torque,N·m,Case-2RCT_2-1 vs Case-2RCT_2-5,Case-2RCT_2-1,Case-2RCT_2-5,双因素,,,,,,final_comm,Case-2RCT_2-1,A,60,1.922176,0.12192,1.925975,0.014865,0.726529,1.874165,1.621141,2.357907,0.736766,1.804917,1.859715,1.897513,1.973795,2.072182,0.11408,0.063428,1.224267,1.001976,1.226686,0.147713,0.086932,0.025373,0.123685,1.706983,0.457627,0.457627,0.2,0.24966,0.233096,0.013584,0.95175,-0.060768,3.899654,0.416667,4.174558,63.861411,31.964031,0.998018,2.367124
torque,N·m,Case-2RCT_2-1 vs Case-2RCT_2-5,Case-2RCT_2-1,Case-2RCT_2-5,双因素,,,,,,final_comm,Case-2RCT_2-5,B,60,2.172477,0.13938,2.176869,0.019427,0.057491,0.259312,1.838478,2.568444,0.729966,1.983771,2.083142,2.175991,2.251551,2.345176,0.168409,0.064157,1.17988,1.002022,1.182265,0.090412,0.187494,0.034805,0.148378,1.791588,0.491525,0.491525,0.233333,0.124183,0.249479,0.014854,0.757946,-0.704729,3.998818,0.433333,2.069697,64.000824,33.929479,0.997957,2.079442
torque,N·m,Case-2RCT_2-1 vs Case-2RCT_2-6,Case-2RCT_2-1,Case-2RCT_2-6,双因素,,,,,,original,Case-2RCT_2-1,A,58,2.356132,0.233687,2.367494,0.05461,0.706573,0.689658,1.849326,3.080358,1.231031,2.119605,2.202736,2.303826,2.501055,2.679477,0.298319,0.099182,1.301105,1.004822,1.307379,-0.008091,0.062197,0.110214,0.261412,2.018209,0.54386,0.54386,0.206897,0.176647,0.25741,0.016866,0.256525,-1.126163,4.217312,0.413793,9.866651,46.0405,44.092849,0.995176,2.233592
torque,N·m,Case-2RCT_2-1 vs Case-2RCT_2-6,Case-2RCT_2-1,Case-2RCT_2-6,双因素,,,,,,original,Case-2RCT_2-6,B,58,4.671192,0.359512,4.684768,0.129249,0.425153,-0.379114,3.995523,5.601141,1.605618,4.253746,4.403887,4.653241,4.933989,5.126764,0.530101,0.076964,1.195607,1.002906,1.199082,0.00621,0.038573,0.257468,0.381415,1.992035,0.491228,0.491228,0.172414,0.177021,0.252839,0.01445,0.181557,-0.67901,4.149913,0.396552,5.646943,47.925658,46.427399,0.99707,2.302585
